ROSTER_PATTERN_ID,DAY_INDEX,START_TIME,END_TIME,LUNCH_DURATION
3,8,800,1610,40.0
3,9,800,1610,40.0
3,10,800,1610,40.0
3,11,800,1610,40.0
3,12,0,0,40.0
3,13,0,0,40.0
3,14,0,0,40.0
3,15,800,1610,40.0
3,16,800,1610,40.0
3,17,800,1610,40.0
3,18,800,1610,40.0
3,19,800,1610,40.0
3,20,0,0,40.0
3,21,800,1610,40.0
3,22,800,1610,40.0
3,23,800,1610,40.0
3,24,800,1610,40.0
3,25,800,1610,40.0
3,26,0,0,40.0
3,27,0,0,40.0
3,28,800,1610,40.0
3,29,800,1610,40.0
3,30,800,1610,40.0
3,31,800,1610,40.0
3,32,800,1610,40.0
3,33,0,0,40.0
3,34,0,0,40.0
3,35,800,1610,40.0
3,36,800,1610,40.0
3,37,800,1610,40.0
3,38,800,1610,40.0
3,39,800,1610,40.0
3,40,0,0,40.0
3,41,0,0,40.0
3,42,800,1610,40.0
3,43,800,1610,40.0
3,44,800,1610,40.0
3,45,800,1610,40.0
3,46,0,0,40.0
3,47,800,1610,40.0
3,48,800,1610,40.0
3,49,800,1610,40.0
3,50,800,1610,40.0
3,51,800,1610,40.0
3,52,800,1610,40.0
3,53,800,1610,40.0
3,54,0,0,40.0
3,55,0,0,40.0
3,56,800,1610,40.0
3,57,800,1610,40.0
3,58,800,1610,40.0
3,59,800,1610,40.0
3,60,800,1610,40.0
3,61,0,0,40.0
3,62,0,0,40.0
3,63,800,1610,40.0
3,64,800,1610,40.0
3,65,800,1610,40.0
3,66,800,1610,40.0
3,67,0,0,40.0
3,68,0,0,40.0
3,69,800,1610,40.0
3,70,0,0,40.0
3,71,800,1610,40.0
3,72,800,1610,40.0
3,73,800,1610,40.0
3,74,800,1610,40.0
3,75,800,1610,40.0
3,76,0,0,40.0
3,77,0,0,40.0
3,78,800,1610,40.0
3,79,800,1610,40.0
3,80,800,1610,40.0
3,81,800,1610,40.0
3,82,0,0,40.0
3,83,0,0,40.0
3,84,800,1610,40.0
3,85,800,1610,40.0
3,86,800,1610,40.0
3,87,800,1610,40.0
3,88,800,1610,40.0
3,89,0,0,40.0
3,90,0,0,40.0
4,0,800,1610,40.0
4,1,800,1610,40.0
4,2,800,1610,40.0
4,3,800,1610,40.0
4,4,800,1610,40.0
4,5,0,0,40.0
4,6,0,0,40.0
4,7,800,1610,40.0
4,8,800,1610,40.0
4,9,800,1610,40.0
4,10,800,1610,40.0
4,11,800,1610,40.0
4,12,0,0,40.0
4,13,0,0,40.0
4,14,0,0,40.0
4,15,800,1610,40.0
4,16,800,1610,40.0
4,17,800,1610,40.0
4,18,800,1610,40.0
4,19,800,1610,40.0
4,20,0,0,40.0
4,21,800,1610,40.0
4,22,800,1610,40.0
4,23,800,1610,40.0
4,24,800,1610,40.0
4,25,800,1610,40.0
4,26,800,1610,40.0
4,27,0,0,40.0
4,28,0,0,40.0
4,29,800,1610,40.0
4,30,800,1610,40.0
4,31,800,1610,40.0
4,32,800,1610,40.0
4,33,0,0,40.0
4,34,0,0,40.0
4,35,800,1610,40.0
4,36,800,1610,40.0
4,37,800,1610,40.0
4,38,800,1610,40.0
4,39,800,1610,40.0
4,40,0,0,40.0
4,41,0,0,40.0
4,42,0,0,40.0
4,43,800,1610,40.0
4,44,800,1610,40.0
4,45,800,1610,40.0
4,46,800,1610,40.0
4,47,800,1610,40.0
4,48,0,0,40.0
4,49,800,1610,40.0
4,50,800,1610,40.0
4,51,800,1610,40.0
4,52,800,1610,40.0
4,53,800,1610,40.0
4,54,0,0,40.0
4,55,0,0,40.0
4,56,800,1610,40.0
4,57,800,1610,40.0
4,58,800,1610,40.0
4,59,800,1610,40.0
4,60,800,1610,40.0
4,61,0,0,40.0
4,62,0,0,40.0
4,63,800,1610,40.0
4,64,800,1610,40.0
4,65,800,1610,40.0
4,66,800,1610,40.0
4,67,800,1610,40.0
4,68,0,0,40.0
4,69,0,0,40.0
4,70,800,1610,40.0
4,71,800,1610,40.0
4,72,800,1610,40.0
4,73,0,0,40.0
4,74,800,1610,40.0
4,75,800,1610,40.0
4,76,0,0,40.0
4,77,800,1610,40.0
4,78,800,1610,40.0
4,79,800,1610,40.0
4,80,800,1610,40.0
4,81,800,1610,40.0
4,82,800,1610,40.0
4,83,0,0,40.0
4,84,0,0,40.0
4,85,800,1610,40.0
4,86,800,1610,40.0
4,87,800,1610,40.0
4,88,800,1610,40.0
4,89,800,1610,40.0
4,90,0,0,40.0
5,0,800,1610,40.0
5,1,800,1610,40.0
5,2,800,1610,40.0
5,3,800,1610,40.0
5,4,800,1610,40.0
5,5,0,0,40.0
5,6,0,0,40.0
5,7,800,1610,40.0
5,8,800,1610,40.0
5,9,800,1610,40.0
5,10,800,1610,40.0
5,11,800,1610,40.0
5,12,800,1610,40.0
5,13,0,0,40.0
5,14,0,0,40.0
5,15,800,1610,40.0
5,16,800,1610,40.0
5,17,800,1610,40.0
5,18,800,1610,40.0
5,19,800,1610,40.0
5,20,0,0,40.0
5,21,800,1610,40.0
5,22,800,1610,40.0
5,23,800,1610,40.0
5,24,800,1610,40.0
5,25,800,1610,40.0
5,26,0,0,40.0
5,27,0,0,40.0
5,28,800,1610,40.0
5,29,800,1610,40.0
5,30,800,1610,40.0
5,31,800,1610,40.0
5,32,800,1610,40.0
5,33,0,0,40.0
5,34,0,0,40.0
5,35,800,1610,40.0
5,36,800,1610,40.0
5,37,800,1610,40.0
5,38,800,1610,40.0
5,39,800,1610,40.0
5,40,0,0,40.0
5,41,0,0,40.0
5,42,800,1610,40.0
5,43,800,1610,40.0
5,44,800,1610,40.0
5,45,0,0,40.0
5,46,800,1610,40.0
5,47,800,1610,40.0
5,48,0,0,40.0
5,49,800,1610,40.0
5,50,800,1610,40.0
5,51,800,1610,40.0
5,52,800,1610,40.0
5,53,800,1610,40.0
5,54,0,0,40.0
5,55,0,0,40.0
5,56,800,1610,40.0
5,57,800,1610,40.0
5,58,800,1610,40.0
5,59,800,1610,40.0
5,60,800,1610,40.0
5,61,0,0,40.0
5,62,0,0,40.0
5,63,800,1610,40.0
5,64,800,1610,40.0
5,65,800,1610,40.0
5,66,800,1610,40.0
5,67,0,0,40.0
5,68,0,0,40.0
5,69,800,1610,40.0
5,70,0,0,40.0
5,71,800,1610,40.0
5,72,800,1610,40.0
5,73,800,1610,40.0
5,74,800,1610,40.0
5,75,800,1610,40.0
5,76,0,0,40.0
5,77,800,1610,40.0
5,78,800,1610,40.0
5,79,800,1610,40.0
5,80,800,1610,40.0
5,81,800,1610,40.0
5,82,0,0,40.0
5,83,0,0,40.0
5,84,800,1610,40.0
5,85,800,1610,40.0
5,86,800,1610,40.0
5,87,800,1610,40.0
5,88,800,1610,40.0
5,89,800,1610,40.0
5,90,0,0,40.0
6,0,800,1610,40.0
6,1,800,1610,40.0
6,2,800,1610,40.0
6,3,800,1610,40.0
6,4,800,1610,40.0
6,5,0,0,40.0
6,6,0,0,40.0
6,7,800,1610,40.0
6,8,800,1610,40.0
6,9,800,1610,40.0
6,10,800,1610,40.0
6,11,800,1610,40.0
6,12,0,0,40.0
6,13,0,0,40.0
6,14,0,0,40.0
6,15,800,1610,40.0
6,16,800,1610,40.0
6,17,800,1610,40.0
6,18,800,1610,40.0
6,19,800,1610,40.0
6,20,0,0,40.0
6,21,800,1610,40.0
6,22,800,1610,40.0
6,23,800,1610,40.0
6,24,800,1610,40.0
6,25,800,1610,40.0
6,26,0,0,40.0
6,27,0,0,40.0
6,28,800,1610,40.0
6,29,800,1610,40.0
6,30,800,1610,40.0
6,31,800,1610,40.0
6,32,800,1610,40.0
6,33,0,0,40.0
6,34,0,0,40.0
6,35,800,1610,40.0
6,36,800,1610,40.0
6,37,800,1610,40.0
6,38,800,1610,40.0
6,39,800,1610,40.0
6,40,0,0,40.0
6,41,0,0,40.0
6,42,800,1610,40.0
6,43,800,1610,40.0
6,44,800,1610,40.0
6,45,0,0,40.0
6,46,0,0,40.0
6,47,800,1610,40.0
6,48,800,1610,40.0
6,49,0,0,40.0
6,50,800,1610,40.0
6,51,800,1610,40.0
6,52,800,1610,40.0
6,53,800,1610,40.0
6,54,0,0,40.0
6,55,0,0,40.0
6,56,800,1610,40.0
6,57,800,1610,40.0
6,58,800,1610,40.0
6,59,800,1610,40.0
6,60,800,1610,40.0
6,61,0,0,40.0
6,62,0,0,40.0
6,63,800,1610,40.0
6,64,800,1610,40.0
6,65,800,1610,40.0
6,66,800,1610,40.0
6,67,800,1610,40.0
6,68,0,0,40.0
6,69,0,0,40.0
6,70,0,0,40.0
6,71,800,1610,40.0
6,72,800,1610,40.0
6,73,800,1610,40.0
6,74,800,1610,40.0
6,75,800,1610,40.0
6,76,0,0,40.0
6,77,0,0,40.0
6,78,800,1610,40.0
6,79,800,1610,40.0
6,80,800,1610,40.0
6,81,800,1610,40.0
6,82,0,0,40.0
6,83,0,0,40.0
6,84,800,1610,40.0
6,85,800,1610,40.0
6,86,800,1610,40.0
6,87,800,1610,40.0
6,88,800,1610,40.0
6,89,0,0,40.0
6,90,0,0,40.0
7,0,800,1610,40.0
7,1,800,1610,40.0
7,2,800,1610,40.0
7,3,800,1610,40.0
7,4,800,1610,40.0
7,5,0,0,40.0
7,6,0,0,40.0
7,7,800,1610,40.0
7,8,800,1610,40.0
7,9,800,1610,40.0
7,10,800,1610,40.0
7,11,800,1610,40.0
7,12,0,0,40.0
7,13,0,0,40.0
7,14,0,0,40.0
7,15,800,1610,40.0
7,16,800,1610,40.0
7,17,800,1610,40.0
7,18,800,1610,40.0
7,19,800,1610,40.0
7,20,0,0,40.0
7,21,0,0,40.0
7,22,800,1610,40.0
7,23,800,1610,40.0
7,24,800,1610,40.0
7,25,800,1610,40.0
7,26,0,0,40.0
7,27,0,0,40.0
7,28,800,1610,40.0
7,29,800,1610,40.0
7,30,800,1610,40.0
7,31,800,1610,40.0
7,32,800,1610,40.0
7,33,0,0,40.0
7,34,0,0,40.0
7,35,800,1610,40.0
7,36,800,1610,40.0
7,37,800,1610,40.0
7,38,800,1610,40.0
7,39,0,0,40.0
7,40,0,0,40.0
7,41,800,1610,40.0
7,42,0,0,40.0
7,43,800,1610,40.0
7,44,800,1610,40.0
7,45,800,1610,40.0
7,46,800,1610,40.0
7,47,800,1610,40.0
7,48,0,0,40.0
7,49,0,0,40.0
7,50,800,1610,40.0
7,51,800,1610,40.0
7,52,800,1610,40.0
7,53,800,1610,40.0
7,54,0,0,40.0
7,55,0,0,40.0
7,56,800,1610,40.0
7,57,800,1610,40.0
7,58,800,1610,40.0
7,59,800,1610,40.0
7,60,800,1610,40.0
7,61,0,0,40.0
7,62,0,0,40.0
7,63,800,1610,40.0
7,64,800,1610,40.0
7,65,800,1610,40.0
7,66,800,1610,40.0
7,67,800,1610,40.0
7,68,0,0,40.0
7,69,0,0,40.0
7,70,800,1610,40.0
7,71,800,1610,40.0
7,72,800,1610,40.0
7,73,0,0,40.0
7,74,800,1610,40.0
7,75,800,1610,40.0
7,76,0,0,40.0
7,77,800,1610,40.0
7,78,800,1610,40.0
7,79,800,1610,40.0
7,80,800,1610,40.0
7,81,800,1610,40.0
7,82,0,0,40.0
7,83,0,0,40.0
7,84,800,1610,40.0
7,85,800,1610,40.0
7,86,800,1610,40.0
7,87,800,1610,40.0
7,88,800,1610,40.0
7,89,0,0,40.0
7,90,0,0,40.0
8,0,0,0,40.0
8,1,800,1740,40.0
8,2,800,1740,40.0
8,3,800,1740,40.0
8,4,800,1740,40.0
8,5,0,0,40.0
8,6,0,0,40.0
8,7,800,1740,40.0
8,8,800,1740,40.0
8,9,800,1740,40.0
8,10,800,1740,40.0
8,11,0,0,40.0
8,12,0,0,40.0
8,13,0,0,40.0
8,14,0,0,40.0
8,15,0,0,40.0
8,16,800,1740,40.0
8,17,800,1740,40.0
8,18,800,1740,40.0
8,19,800,1740,40.0
8,20,0,0,40.0
8,21,800,1740,40.0
8,22,800,1740,40.0
8,23,800,1740,40.0
8,24,800,1740,40.0
8,25,0,0,40.0
8,26,0,0,40.0
8,27,0,0,40.0
8,28,0,0,40.0
8,29,800,1740,40.0
8,30,800,1740,40.0
8,31,800,1740,40.0
8,32,800,1740,40.0
8,33,800,1740,40.0
8,34,0,0,40.0
8,35,0,0,40.0
8,36,0,0,40.0
8,37,800,1740,40.0
8,38,800,1740,40.0
8,39,800,1740,40.0
8,40,0,0,40.0
8,41,0,0,40.0
8,42,800,1740,40.0
8,43,800,1740,40.0
8,44,0,0,40.0
8,45,0,0,40.0
8,46,800,1740,40.0
8,47,800,1740,40.0
8,48,0,0,40.0
8,49,0,0,40.0
8,50,800,1740,40.0
8,51,800,1740,40.0
8,52,800,1740,40.0
8,53,800,1740,40.0
8,54,0,0,40.0
8,55,0,0,40.0
8,56,800,1740,40.0
8,57,0,0,40.0
8,58,800,1740,40.0
8,59,800,1740,40.0
8,60,800,1740,40.0
8,61,800,1740,40.0
8,62,0,0,40.0
8,63,0,0,40.0
8,64,800,1740,40.0
8,65,800,1740,40.0
8,66,800,1740,40.0
8,67,0,0,40.0
8,68,800,1740,40.0
8,69,0,0,40.0
8,70,0,0,40.0
8,71,800,1740,40.0
8,72,0,0,40.0
8,73,0,0,40.0
8,74,800,1740,40.0
8,75,800,1740,40.0
8,76,0,0,40.0
8,77,0,0,40.0
8,78,800,1740,40.0
8,79,800,1740,40.0
8,80,800,1740,40.0
8,81,800,1740,40.0
8,82,0,0,40.0
8,83,0,0,40.0
8,84,800,1740,40.0
8,85,800,1740,40.0
8,86,800,1740,40.0
8,87,0,0,40.0
8,88,800,1740,40.0
8,89,0,0,40.0
8,90,0,0,40.0
9,0,800,1610,40.0
9,1,800,1610,40.0
9,2,800,1610,40.0
9,3,800,1610,40.0
9,4,800,1610,40.0
9,5,0,0,40.0
9,6,0,0,40.0
9,7,800,1610,40.0
9,8,800,1610,40.0
9,9,800,1610,40.0
9,10,800,1610,40.0
9,11,800,1610,40.0
9,12,0,0,40.0
9,13,0,0,40.0
9,14,0,0,40.0
9,15,800,1610,40.0
9,16,800,1610,40.0
9,17,800,1610,40.0
9,18,800,1610,40.0
9,19,800,1610,40.0
9,20,0,0,40.0
9,21,800,1610,40.0
9,22,800,1610,40.0
9,23,800,1610,40.0
9,24,800,1610,40.0
9,25,800,1610,40.0
9,26,0,0,40.0
9,27,0,0,40.0
9,28,800,1610,40.0
9,29,800,1610,40.0
9,30,800,1610,40.0
9,31,800,1610,40.0
9,32,800,1610,40.0
9,33,0,0,40.0
9,34,0,0,40.0
9,35,800,1610,40.0
9,36,800,1610,40.0
9,37,800,1610,40.0
9,38,800,1610,40.0
9,39,800,1610,40.0
9,40,0,0,40.0
9,41,0,0,40.0
9,42,800,1610,40.0
9,43,800,1610,40.0
9,44,800,1610,40.0
9,45,800,1610,40.0
9,46,0,0,40.0
9,47,800,1610,40.0
9,48,0,0,40.0
9,49,800,1610,40.0
9,50,800,1610,40.0
9,51,800,1610,40.0
9,52,800,1610,40.0
9,53,800,1610,40.0
9,54,0,0,40.0
9,55,0,0,40.0
9,56,800,1610,40.0
9,57,800,1610,40.0
9,58,800,1610,40.0
9,59,800,1610,40.0
9,60,800,1610,40.0
9,61,0,0,40.0
9,62,0,0,40.0
9,63,800,1610,40.0
9,64,800,1610,40.0
9,65,800,1610,40.0
9,66,800,1610,40.0
9,67,0,0,40.0
9,68,800,1610,40.0
9,69,800,1610,40.0
9,70,0,0,40.0
9,71,800,1610,40.0
9,72,800,1610,40.0
9,73,800,1610,40.0
9,74,800,1610,40.0
9,75,800,1610,40.0
9,76,0,0,40.0
9,77,800,1610,40.0
9,78,800,1610,40.0
9,79,800,1610,40.0
9,80,800,1610,40.0
9,81,800,1610,40.0
9,82,0,0,40.0
9,83,0,0,40.0
9,84,800,1610,40.0
9,85,800,1610,40.0
9,86,800,1610,40.0
9,87,800,1610,40.0
9,88,0,0,40.0
9,89,0,0,40.0
9,90,800,1610,40.0
10,0,800,1740,40.0
10,1,800,1740,40.0
10,2,800,1740,40.0
10,3,800,1740,40.0
10,4,0,0,40.0
10,5,800,1740,40.0
10,6,0,0,40.0
10,7,0,0,40.0
10,8,800,1740,40.0
10,9,800,1740,40.0
10,10,0,0,40.0
10,11,800,1740,40.0
10,12,0,0,40.0
10,13,0,0,40.0
10,14,0,0,40.0
10,15,0,0,40.0
10,16,800,1740,40.0
10,17,800,1740,40.0
10,18,800,1740,40.0
10,19,800,1740,40.0
10,20,0,0,40.0
10,21,800,1740,40.0
10,22,800,1740,40.0
10,23,800,1740,40.0
10,24,800,1740,40.0
10,25,0,0,40.0
10,26,0,0,40.0
10,27,0,0,40.0
10,28,0,0,40.0
10,29,800,1740,40.0
10,30,800,1740,40.0
10,31,800,1740,40.0
10,32,800,1740,40.0
10,33,0,0,40.0
10,34,0,0,40.0
10,35,800,1740,40.0
10,36,0,0,40.0
10,37,800,1740,40.0
10,38,800,1740,40.0
10,39,800,1740,40.0
10,40,0,0,40.0
10,41,0,0,40.0
10,42,800,1740,40.0
10,43,800,1740,40.0
10,44,0,0,40.0
10,45,0,0,40.0
10,46,800,1740,40.0
10,47,800,1740,40.0
10,48,0,0,40.0
10,49,0,0,40.0
10,50,800,1740,40.0
10,51,800,1740,40.0
10,52,800,1740,40.0
10,53,800,1740,40.0
10,54,0,0,40.0
10,55,0,0,40.0
10,56,800,1740,40.0
10,57,800,1740,40.0
10,58,800,1740,40.0
10,59,0,0,40.0
10,60,800,1740,40.0
10,61,0,0,40.0
10,62,0,0,40.0
10,63,800,1740,40.0
10,64,800,1740,40.0
10,65,800,1740,40.0
10,66,800,1740,40.0
10,67,0,0,40.0
10,68,800,1740,40.0
10,69,0,0,40.0
10,70,0,0,40.0
10,71,800,1740,40.0
10,72,0,0,40.0
10,73,0,0,40.0
10,74,800,1740,40.0
10,75,800,1740,40.0
10,76,0,0,40.0
10,77,0,0,40.0
10,78,800,1740,40.0
10,79,800,1740,40.0
10,80,800,1740,40.0
10,81,800,1740,40.0
10,82,800,1740,40.0
10,83,0,0,40.0
10,84,0,0,40.0
10,85,0,0,40.0
10,86,800,1740,40.0
10,87,800,1740,40.0
10,88,800,1740,40.0
10,89,0,0,40.0
10,90,0,0,40.0
11,0,800,1610,40.0
11,1,800,1610,40.0
11,2,800,1610,40.0
11,3,800,1610,40.0
11,4,800,1610,40.0
11,5,0,0,40.0
11,6,0,0,40.0
11,7,800,1610,40.0
11,8,800,1610,40.0
11,9,800,1610,40.0
11,10,800,1610,40.0
11,11,800,1610,40.0
11,12,0,0,40.0
11,13,0,0,40.0
11,14,0,0,40.0
11,15,800,1610,40.0
11,16,800,1610,40.0
11,17,800,1610,40.0
11,18,800,1610,40.0
11,19,800,1610,40.0
11,20,0,0,40.0
11,21,800,1610,40.0
11,22,800,1610,40.0
11,23,800,1610,40.0
11,24,800,1610,40.0
11,25,800,1610,40.0
11,26,0,0,40.0
11,27,0,0,40.0
11,28,800,1610,40.0
11,29,800,1610,40.0
11,30,800,1610,40.0
11,31,800,1610,40.0
11,32,800,1610,40.0
11,33,800,1610,40.0
11,34,0,0,40.0
11,35,0,0,40.0
11,36,800,1610,40.0
11,37,800,1610,40.0
11,38,800,1610,40.0
11,39,0,0,40.0
11,40,0,0,40.0
11,41,800,1610,40.0
11,42,800,1610,40.0
11,43,800,1610,40.0
11,44,800,1610,40.0
11,45,800,1610,40.0
11,46,0,0,40.0
11,47,800,1610,40.0
11,48,0,0,40.0
11,49,0,0,40.0
11,50,800,1610,40.0
11,51,800,1610,40.0
11,52,800,1610,40.0
11,53,800,1610,40.0
11,54,0,0,40.0
11,55,0,0,40.0
11,56,800,1610,40.0
11,57,800,1610,40.0
11,58,800,1610,40.0
11,59,800,1610,40.0
11,60,800,1610,40.0
11,61,0,0,40.0
11,62,0,0,40.0
11,63,800,1610,40.0
11,64,800,1610,40.0
11,65,800,1610,40.0
11,66,800,1610,40.0
11,67,800,1610,40.0
11,68,0,0,40.0
11,69,0,0,40.0
11,70,0,0,40.0
11,71,800,1610,40.0
11,72,800,1610,40.0
11,73,800,1610,40.0
11,74,800,1610,40.0
11,75,800,1610,40.0
11,76,0,0,40.0
11,77,800,1610,40.0
11,78,800,1610,40.0
11,79,800,1610,40.0
11,80,800,1610,40.0
11,81,800,1610,40.0
11,82,0,0,40.0
11,83,0,0,40.0
11,84,800,1610,40.0
11,85,800,1610,40.0
11,86,800,1610,40.0
11,87,800,1610,40.0
11,88,800,1610,40.0
11,89,0,0,40.0
11,90,0,0,40.0
12,0,800,1610,40.0
12,1,800,1610,40.0
12,2,800,1610,40.0
12,3,800,1610,40.0
12,4,800,1610,40.0
12,5,0,0,40.0
12,6,0,0,40.0
12,7,800,1610,40.0
12,8,800,1610,40.0
12,9,800,1610,40.0
12,10,800,1610,40.0
12,11,800,1610,40.0
12,12,0,0,40.0
12,13,0,0,40.0
12,14,0,0,40.0
12,15,800,1610,40.0
12,16,800,1610,40.0
12,17,800,1610,40.0
12,18,800,1610,40.0
12,19,800,1610,40.0
12,20,0,0,40.0
12,21,800,1610,40.0
12,22,800,1610,40.0
12,23,800,1610,40.0
12,24,800,1610,40.0
12,25,0,0,40.0
12,26,0,0,40.0
12,27,800,1610,40.0
12,28,800,1610,40.0
12,29,800,1610,40.0
12,30,800,1610,40.0
12,31,800,1610,40.0
12,32,800,1610,40.0
12,33,0,0,40.0
12,34,0,0,40.0
12,35,800,1610,40.0
12,36,800,1610,40.0
12,37,800,1610,40.0
12,38,800,1610,40.0
12,39,800,1610,40.0
12,40,0,0,40.0
12,41,0,0,40.0
12,42,800,1610,40.0
12,43,800,1610,40.0
12,44,800,1610,40.0
12,45,0,0,40.0
12,46,0,0,40.0
12,47,800,1610,40.0
12,48,800,1610,40.0
12,49,0,0,40.0
12,50,800,1610,40.0
12,51,800,1610,40.0
12,52,800,1610,40.0
12,53,800,1610,40.0
12,54,0,0,40.0
12,55,0,0,40.0
12,56,800,1610,40.0
12,57,800,1610,40.0
12,58,800,1610,40.0
12,59,800,1610,40.0
12,60,800,1610,40.0
12,61,0,0,40.0
12,62,0,0,40.0
12,63,800,1610,40.0
12,64,800,1610,40.0
12,65,800,1610,40.0
12,66,800,1610,40.0
12,67,800,1610,40.0
12,68,0,0,40.0
12,69,0,0,40.0
12,70,0,0,40.0
12,71,800,1610,40.0
12,72,800,1610,40.0
12,73,800,1610,40.0
12,74,800,1610,40.0
12,75,800,1610,40.0
12,76,0,0,40.0
12,77,800,1610,40.0
12,78,800,1610,40.0
12,79,800,1610,40.0
12,80,800,1610,40.0
12,81,800,1610,40.0
12,82,0,0,40.0
12,83,0,0,40.0
12,84,800,1610,40.0
12,85,800,1610,40.0
12,86,800,1610,40.0
12,87,800,1610,40.0
12,88,800,1610,40.0
12,89,0,0,40.0
12,90,0,0,40.0
13,0,800,1610,40.0
13,1,800,1610,40.0
13,2,800,1610,40.0
13,3,800,1610,40.0
